plot_id,date,n_pixels,valid_frac,NDVI,EVI,SAVI,NDRE,NDWI
P005,2023-05-02,90,0.7817190228545876,0.8443,0.7121,0.9694,0.4806,-0.1964
P005,2023-05-07,70,0.7635235241501359,0.8647,0.7251,0.9938,0.4756,-0.2048
P005,2023-05-12,75,0.8531527599397498,0.8129,0.703,0.9315,0.4445,-0.1966
P005,2023-05-17,100,0.7368140268946178,0.7497,0.6276,0.8526,0.4297,-0.189
P005,2023-06-01,91,1.0,0.4839,0.4008,0.5376,0.2816,-0.1293
P005,2023-06-06,91,0.7902244171432974,0.4093,0.3384,0.4689,0.2305,-0.1124
P005,2023-06-11,119,0.6978925749602203,0.3202,0.2579,0.364,0.1775,-0.084
P005,2023-06-16,113,0.651638480635153,0.2529,0.2219,0.3052,0.1335,-0.0584
P005,2023-06-26,60,0.9848669296804882,0.1713,0.1507,0.1792,0.0996,-0.0305
P005,2023-07-01,111,0.6464826688272081,0.1658,0.1261,0.1921,0.0701,-0.0438
P005,2023-07-11,81,0.5580754806129153,0.1131,0.0858,0.1294,0.0578,-0.0143
P005,2024-02-01,91,0.689582558834064,0.1132,0.0868,0.1278,0.0917,-0.0144
P005,2024-02-11,97,0.6252715841000436,0.1182,0.0827,0.1462,0.0789,-0.0191
P005,2024-02-26,72,0.808724405602216,0.1878,0.1557,0.1997,0.1046,-0.0362
P005,2024-03-02,101,0.8458139072513966,0.2292,0.1982,0.2711,0.1365,-0.0643
P005,2024-03-07,115,0.8833690976290511,0.3067,0.2553,0.3458,0.1468,-0.0592
P005,2024-03-12,104,0.8654843971912146,0.3646,0.3196,0.425,0.1976,-0.0928
P005,2024-03-22,96,0.6804299337972848,0.6288,0.5391,0.713,0.3639,-0.1638
P005,2024-03-27,62,0.9098966444614702,0.7275,0.6222,0.8376,0.4003,-0.1824
P005,2024-04-01,78,0.9719385560476402,0.8081,0.6858,0.9215,0.4383,-0.191
P005,2024-04-06,108,0.6640723455248012,0.8454,0.7242,0.9697,0.4719,-0.2178
P005,2024-04-11,110,0.8811416518378596,0.8606,0.7217,0.9812,0.4747,-0.1979
P005,2024-04-16,67,0.7917499409355756,0.8882,0.7412,1.0151,0.4841,-0.2263
P005,2024-04-21,92,0.6697116650054132,0.8982,0.7489,1.0408,0.5031,-0.2161
P005,2024-05-06,60,0.5953196897340622,0.9029,0.7675,1.0371,0.5187,-0.2065
P005,2024-05-11,92,0.6127161418270014,0.8646,0.7447,1.004,0.4636,-0.2112
P005,2024-05-16,119,0.8331495006948586,0.8589,0.7323,0.9996,0.4733,-0.2164
P005,2024-05-21,95,0.8597720091481331,0.8397,0.7071,0.9552,0.455,-0.2161
P005,2024-05-26,63,0.8963976075441078,0.7554,0.6406,0.8831,0.4319,-0.1864
P005,2024-05-31,106,0.7408473973457388,0.712,0.6065,0.8154,0.3809,-0.1927
P005,2024-06-05,119,0.632489841915507,0.6185,0.5563,0.7004,0.3251,-0.1495
P005,2024-06-10,103,0.8358363630280912,0.5246,0.4275,0.5966,0.2757,-0.1501
P005,2024-06-20,112,0.5516706050868827,0.3411,0.2846,0.384,0.1924,-0.0822
P005,2024-06-25,92,0.9211219184042071,0.2943,0.2501,0.3414,0.168,-0.0722
P005,2024-06-30,107,0.7001336198490344,0.2046,0.1658,0.2396,0.1114,-0.0578
P005,2024-07-05,114,0.89682620118558,0.1697,0.145,0.1865,0.103,-0.048
P005,2024-07-10,66,0.90318334338287,0.1443,0.1173,0.1618,0.0798,-0.0246
P005,2024-07-15,84,0.831581550616827,0.1654,0.1358,0.2091,0.091,-0.0637
P006,2022-02-06,109,0.3725857206340851,0.1168,0.078,0.1241,0.0706,-0.0281
P006,2022-02-16,60,0.7458849968724415,0.1225,0.1071,0.1335,0.0677,-0.0466
P006,2022-02-21,96,0.6477578171204349,0.1438,0.1426,0.1651,0.0915,-0.0365
P006,2022-02-26,74,0.7678685894049416,0.167,0.1452,0.1843,0.0904,-0.0479
P006,2022-03-08,115,0.9817848227544839,0.2806,0.2365,0.3252,0.1385,-0.0746
P006,2022-03-28,108,0.9941102009197029,0.5833,0.4952,0.6947,0.315,-0.1535
P006,2022-04-07,86,0.8729171358926846,0.6874,0.5809,0.803,0.3863,-0.1522
P006,2022-04-12,60,0.6806217924085762,0.7038,0.5785,0.82,0.3838,-0.1686
P006,2022-04-22,114,0.6868270526014267,0.6689,0.5698,0.7791,0.3611,-0.1735
P006,2022-04-27,107,0.4432907605492769,0.6771,0.5633,0.7937,0.3772,-0.1769
P006,2022-05-02,115,0.7519855009202505,0.706,0.6075,0.7983,0.3782,-0.1738
P006,2022-05-07,63,0.5655738903960603,0.6675,0.571,0.7786,0.373,-0.1655
P006,2022-05-17,100,0.7392002111340318,0.627,0.5455,0.7198,0.3342,-0.1617
P006,2022-06-06,108,0.9635339208397549,0.3396,0.2986,0.3811,0.1759,-0.0856
P006,2022-06-11,79,0.5792509909558586,0.2796,0.2332,0.3168,0.1457,-0.0731
P006,2022-06-16,90,1.0,0.2452,0.2101,0.2791,0.1349,-0.0587
P006,2022-06-26,105,0.6232019302533647,0.1726,0.1553,0.2006,0.0761,-0.0354
P006,2022-07-01,77,0.7486599198162044,0.1614,0.12,0.1731,0.1014,-0.045
P006,2022-07-06,71,0.7844190546687645,0.1229,0.0992,0.1366,0.0765,-0.0423
P006,2022-07-11,116,0.8954114686122308,0.1394,0.1309,0.1537,0.0879,-0.0427
P006,2023-02-01,68,0.7577748148489271,0.1474,0.119,0.1642,0.0676,-0.0242
P006,2023-02-06,118,1.0,0.1329,0.1111,0.1832,0.0704,-0.0307
P006,2023-02-11,107,0.8058488340090457,0.1183,0.109,0.135,0.0864,-0.0272
P006,2023-02-16,118,0.8127748611825577,0.1327,0.1114,0.1465,0.0637,-0.0065
P006,2023-02-21,100,0.5314521868828098,0.1631,0.1316,0.187,0.0963,-0.0352
P006,2023-02-26,103,0.8010660665252318,0.1915,0.154,0.214,0.0943,-0.0598
P006,2023-03-03,79,0.8532917551468332,0.2189,0.1958,0.2521,0.1297,-0.0723
P006,2023-03-08,84,0.8440664400223749,0.2815,0.2431,0.3139,0.1369,-0.0775
P006,2023-03-13,76,0.8535137122763093,0.3721,0.3026,0.4181,0.196,-0.0966
P006,2023-03-18,63,0.6267247055388669,0.4588,0.3909,0.5159,0.251,-0.1041
P006,2023-03-23,73,0.719033136238419,0.533,0.4633,0.6087,0.2862,-0.1216
P006,2023-03-28,68,0.8143448086690798,0.6134,0.5179,0.7102,0.3412,-0.1431
P006,2023-04-07,79,0.7407726480593044,0.7251,0.6234,0.8236,0.411,-0.1766
P006,2023-04-12,103,1.0,0.7504,0.6478,0.8772,0.4137,-0.2042
P006,2023-04-17,94,0.7882623065801637,0.752,0.6333,0.8557,0.4129,-0.1818
P006,2023-05-02,79,0.8804641780747434,0.7445,0.628,0.8616,0.4226,-0.1787
P006,2023-05-12,64,0.9170489560111948,0.7383,0.619,0.8516,0.4092,-0.1797
P006,2023-05-17,68,0.5475198881556426,0.7274,0.627,0.8383,0.4139,-0.1823
P006,2023-05-27,108,0.6944444085508339,0.7193,0.6149,0.8208,0.4154,-0.1886
P006,2023-06-01,93,0.5861726509369563,0.7013,0.5994,0.8226,0.3798,-0.1714
P006,2023-06-11,112,0.7030436571110692,0.6101,0.5104,0.7124,0.3316,-0.1543
P006,2023-07-01,72,0.6350526975576442,0.3049,0.2552,0.3681,0.1769,-0.0818
P006,2023-07-06,89,0.638922626924832,0.2578,0.2292,0.2829,0.1547,-0.0685
P006,2023-07-11,79,0.7916016269580323,0.2161,0.1788,0.2541,0.1119,-0.0478
P006,2024-02-06,98,0.7129764306732621,0.151,0.1333,0.1629,0.0635,-0.0412
P006,2024-02-16,76,0.5297604360196729,0.1521,0.127,0.1775,0.0858,-0.0326
P006,2024-02-26,111,0.8130484244664193,0.1888,0.1687,0.2091,0.0997,-0.0742
P006,2024-03-12,119,0.7748418225348978,0.3531,0.2996,0.3835,0.1968,-0.0976
P006,2024-03-22,79,0.754500980779641,0.525,0.4435,0.6068,0.2903,-0.1338
P006,2024-03-27,62,0.6624169591361672,0.6011,0.5108,0.6852,0.3381,-0.1531
P006,2024-04-01,101,0.7082855560518136,0.634,0.5411,0.7323,0.3712,-0.1652
P006,2024-04-16,65,0.5176114235483635,0.6966,0.587,0.7904,0.3624,-0.1821
P006,2024-04-21,107,0.8375679817939422,0.6877,0.5906,0.7818,0.3751,-0.1905
P006,2024-04-26,70,0.8737406834421154,0.6815,0.5722,0.7943,0.3567,-0.1829
P006,2024-05-01,115,1.0,0.7,0.5999,0.8046,0.3586,-0.1952
P006,2024-05-11,73,0.7598298871245076,0.6482,0.5521,0.7549,0.3581,-0.1498
P006,2024-05-21,103,0.9096468279370773,0.6215,0.5185,0.7429,0.3463,-0.1516
P006,2024-05-31,96,0.5092416031494115,0.5339,0.4678,0.6105,0.2949,-0.1463
P006,2024-06-10,102,0.7650254456990211,0.3911,0.3296,0.469,0.2389,-0.0973
P006,2024-06-15,119,0.915900943725418,0.3159,0.2652,0.359,0.1855,-0.0843
P006,2024-06-25,85,0.8556285517684751,0.208,0.1962,0.2464,0.1319,-0.0605
P006,2024-07-05,80,0.8658317216028757,0.1568,0.1343,0.1662,0.0705,-0.053
P006,2024-07-10,113,1.0,0.1205,0.1161,0.1196,0.0833,-0.0208
P006,2024-07-15,68,0.9143283617243714,0.1295,0.1156,0.1358,0.0786,-0.0537
P007,2022-02-01,91,0.8169691531867781,0.136,0.115,0.1566,0.0827,-0.0413
P007,2022-03-03,83,0.5189468436227385,0.2519,0.213,0.3053,0.1363,-0.0499
P007,2022-03-13,79,0.5496419236043146,0.4111,0.3588,0.4694,0.2364,-0.1109
P007,2022-03-18,80,0.72689500251362,0.5215,0.4473,0.5971,0.279,-0.1143
P007,2022-03-23,93,0.6358702882427735,0.6282,0.5396,0.715,0.3313,-0.1467
P007,2022-04-02,90,0.7182680095379207,0.779,0.6663,0.9017,0.4186,-0.1876
P007,2022-04-07,92,0.5615917810697943,0.7945,0.6737,0.9275,0.4571,-0.1915
P007,2022-04-17,92,0.8588561974978083,0.8386,0.7207,0.968,0.4604,-0.2157
P007,2022-04-27,72,0.7779079265478283,0.8409,0.7203,0.9536,0.4702,-0.1897
P007,2022-05-07,66,1.0,0.8475,0.7102,0.9767,0.4566,-0.2174
P007,2022-05-12,94,0.9520984862420339,0.8347,0.7275,0.9644,0.4546,-0.1838
P007,2022-05-22,103,0.9594137353867115,0.8077,0.6962,0.9531,0.4276,-0.1873
P007,2022-05-27,89,0.8709150325200204,0.8046,0.6675,0.94,0.452,-0.2015
P007,2022-06-01,77,0.6630839871627451,0.7507,0.6335,0.8448,0.4232,-0.1758
P007,2022-06-16,77,0.7992410943121546,0.5515,0.4625,0.6254,0.3159,-0.1385
P007,2022-06-21,94,0.6110882939474261,0.4814,0.4215,0.56,0.2735,-0.1085
P007,2022-06-26,105,0.7309120036522069,0.3706,0.3133,0.4133,0.2007,-0.0793
P007,2022-07-01,111,0.5166240882502597,0.3023,0.2736,0.3468,0.1585,-0.0783
P007,2022-07-06,117,0.9634642724267429,0.2614,0.2182,0.3142,0.1444,-0.051
P007,2022-07-11,107,0.8578639569132505,0.2081,0.1831,0.2427,0.1116,-0.0329
P007,2023-02-01,86,0.645112185275393,0.1218,0.1019,0.1294,0.0523,-0.031
P007,2023-02-06,97,0.6328213460779492,0.1363,0.1211,0.1545,0.0728,-0.0281
P007,2023-02-11,101,0.7082619347314241,0.1406,0.1242,0.1683,0.0755,-0.0343
P007,2023-02-21,90,0.8167413093816933,0.1901,0.1661,0.2214,0.1051,-0.0406
P007,2023-02-26,70,0.8866842007785971,0.225,0.1903,0.2726,0.1265,-0.0499
P007,2023-03-03,119,0.6396372014624521,0.2894,0.253,0.3613,0.1547,-0.0716
P007,2023-03-08,85,0.6767970147657099,0.4074,0.3617,0.4617,0.2184,-0.1177
P007,2023-03-13,98,0.8447707048817893,0.5203,0.4702,0.5946,0.2661,-0.1211
P007,2023-03-18,97,0.944902039583031,0.6247,0.5282,0.7121,0.3415,-0.1486
P007,2023-03-23,90,0.7201752595531692,0.7096,0.5904,0.82,0.3688,-0.1818
P007,2023-03-28,99,0.7954572424399076,0.7392,0.6342,0.8495,0.4206,-0.1756
P007,2023-04-02,68,0.8625635331605365,0.7842,0.6622,0.8884,0.4364,-0.1906
P007,2023-04-07,86,0.6095518087432059,0.8471,0.711,0.9788,0.465,-0.2306
P007,2023-04-12,68,0.6082115172189936,0.8239,0.7138,0.9657,0.4385,-0.2093
P007,2023-04-22,82,0.6760696578263398,0.8386,0.7081,0.9799,0.4567,-0.2024
P007,2023-04-27,77,0.8430118264598526,0.8489,0.7049,0.9656,0.4769,-0.2127
P007,2023-05-07,118,0.7169015890138076,0.851,0.7264,0.9885,0.4366,-0.2211
P007,2023-05-12,112,0.8105064363790088,0.8407,0.7173,0.9637,0.4561,-0.2126
P007,2023-05-17,68,0.6864225146795014,0.8248,0.6937,0.9478,0.4558,-0.1906
P007,2023-05-22,61,0.9347969104897533,0.8031,0.682,0.9215,0.4378,-0.2033
P007,2023-05-27,88,0.7846514965883271,0.7963,0.6792,0.9045,0.4264,-0.1776
P007,2023-06-01,63,0.9646648748383946,0.7442,0.6354,0.8616,0.4077,-0.1892
P007,2023-06-06,72,0.542589274455206,0.7143,0.6063,0.8244,0.4151,-0.1777
P007,2023-06-11,77,1.0,0.6739,0.5815,0.7668,0.3777,-0.1759
P007,2023-06-16,98,0.6977445955148892,0.5762,0.4907,0.644,0.3031,-0.144
P007,2023-06-26,80,0.8571170622829951,0.3796,0.3108,0.453,0.1882,-0.1058
P007,2023-07-01,117,0.9996349877246458,0.2805,0.2416,0.3282,0.1545,-0.0804
P007,2023-07-11,80,0.810262337897962,0.2157,0.1721,0.2513,0.103,-0.051
P007,2024-02-11,65,0.702581269204727,0.1326,0.1017,0.1592,0.0731,-0.0243
P007,2024-02-21,113,0.6366688921889208,0.1919,0.1526,0.2283,0.1098,-0.037
P007,2024-02-26,73,0.7812974372810053,0.2373,0.2137,0.2776,0.1314,-0.0445
P007,2024-03-02,72,0.6243265111833526,0.3063,0.2674,0.3646,0.1679,-0.0635
P007,2024-03-07,92,0.7416819937788128,0.401,0.3404,0.4538,0.2491,-0.1009
P007,2024-03-22,64,0.6360198111982628,0.712,0.615,0.8125,0.3816,-0.1649
P007,2024-03-27,103,0.8275485708241712,0.7399,0.6244,0.8485,0.3973,-0.1949
P007,2024-04-01,105,0.5947918513972883,0.7769,0.6447,0.8956,0.4301,-0.1772
P007,2024-04-06,69,0.7944150884434906,0.8344,0.7124,0.957,0.4679,-0.2008
P007,2024-04-16,86,0.5448369151804411,0.8304,0.6978,0.9487,0.4432,-0.2032
P007,2024-04-21,98,0.6137906351506275,0.8329,0.7108,0.9475,0.4544,-0.2151
P007,2024-05-11,94,0.5620042106482256,0.7357,0.6279,0.855,0.4079,-0.1615
P007,2024-05-16,110,0.7038708352924476,0.7384,0.6245,0.8539,0.3961,-0.1729
P007,2024-05-21,100,0.8530430501656224,0.6269,0.5501,0.7227,0.3434,-0.1416
P007,2024-05-26,65,0.7018530239424416,0.5545,0.4714,0.6397,0.3093,-0.1522
P007,2024-05-31,117,0.6052892335482987,0.466,0.3896,0.5422,0.2542,-0.1145
P007,2024-06-05,79,0.6807536695618582,0.3721,0.3222,0.4339,0.196,-0.0914
P007,2024-06-10,106,0.6460219580786332,0.3283,0.2773,0.3785,0.1787,-0.0824
P007,2024-06-15,97,0.6056054287371073,0.2792,0.2358,0.3194,0.1467,-0.0716
P007,2024-06-20,90,0.7351182397160924,0.1992,0.1733,0.2237,0.1164,-0.046
P007,2024-06-30,88,0.8798725504769729,0.1269,0.115,0.1518,0.0686,-0.0293
P007,2024-07-10,73,0.7772147096925544,0.129,0.1138,0.1401,0.0701,-0.0332
P008,2022-02-01,72,0.7544750680689958,0.1143,0.1027,0.137,0.0551,-0.0231
P008,2022-02-06,74,0.9190414714818448,0.0962,0.0915,0.1036,0.0441,-0.0305
P008,2022-02-16,81,0.8035068958553929,0.1397,0.1262,0.1598,0.089,-0.038
P008,2022-02-26,102,0.6350219329531694,0.2086,0.1808,0.2392,0.1021,-0.0582
P008,2022-03-03,96,0.7802486313951721,0.2569,0.2082,0.2984,0.1395,-0.0297
P008,2022-03-08,98,0.9630041876680656,0.3228,0.256,0.3722,0.2015,-0.0819
P008,2022-03-13,106,0.6906123053384103,0.4154,0.3676,0.4815,0.2184,-0.1107
P008,2022-03-23,60,0.9078634519198756,0.6301,0.5402,0.7113,0.3306,-0.1522
P008,2022-03-28,110,0.7161649468397093,0.7011,0.599,0.7949,0.3733,-0.1762
P008,2022-04-02,89,0.8410580152155828,0.7463,0.6351,0.8508,0.3976,-0.1917
P008,2022-04-12,108,0.43501470214123167,0.8316,0.699,0.9684,0.4583,-0.2221
P008,2022-04-17,106,0.8076500938970111,0.8609,0.7357,0.9863,0.4647,-0.194
P008,2022-04-22,67,0.8732905801663015,0.8391,0.719,0.9549,0.4768,-0.2182
P008,2022-04-27,72,0.44387117240287205,0.8295,0.7083,0.9459,0.4324,-0.202
P008,2022-05-02,86,0.9584340387870093,0.821,0.6953,0.9442,0.4622,-0.194
P008,2022-05-07,60,0.7950922210146805,0.8339,0.7144,0.9577,0.4572,-0.1947
P008,2022-05-12,97,0.8216115860154133,0.7923,0.6906,0.9072,0.4552,-0.1926
P008,2022-05-17,100,0.6465982121673988,0.7977,0.6823,0.9214,0.4622,-0.2061
P008,2022-05-22,63,0.9243694507022994,0.7669,0.6589,0.8723,0.4387,-0.1794
P008,2022-06-11,94,0.7546702279417467,0.4704,0.3914,0.5305,0.2497,-0.1154
P008,2022-06-16,108,0.7823015689933124,0.3706,0.32,0.42,0.2214,-0.0953
P008,2022-06-26,74,0.6314198325415621,0.2391,0.213,0.2576,0.1449,-0.0447
P008,2022-07-01,101,0.7937719151139465,0.2094,0.1892,0.2362,0.1256,-0.0591
P008,2022-07-11,62,0.9236953578848324,0.167,0.1401,0.1793,0.0788,-0.0378
P008,2023-02-11,77,0.8055786103193711,0.1303,0.1132,0.1495,0.071,-0.0264
P008,2023-02-21,74,0.6426213834328149,0.1566,0.1341,0.1651,0.0875,-0.0485
P008,2023-03-03,73,0.820801435256711,0.2937,0.2553,0.32,0.1836,-0.0853
P008,2023-03-08,83,0.8365999112677021,0.3808,0.3151,0.4394,0.2038,-0.0949
P008,2023-03-13,74,0.4442084240141388,0.5017,0.4377,0.5762,0.2701,-0.131
P008,2023-03-23,94,0.8110694704812415,0.6327,0.543,0.7256,0.3342,-0.1573
P008,2023-03-28,118,0.5959154104968512,0.6882,0.5774,0.7998,0.3741,-0.1765
P008,2023-04-02,99,0.8008491765712239,0.7256,0.613,0.8284,0.3728,-0.1717
P008,2023-04-07,70,0.723125101017988,0.7336,0.6222,0.851,0.3848,-0.1893
P008,2023-04-12,113,0.8813483297779952,0.7304,0.5988,0.8248,0.4001,-0.1873
P008,2023-04-22,74,0.7968809870973869,0.7729,0.6617,0.8819,0.4338,-0.197
P008,2023-04-27,112,0.5056503652409551,0.7592,0.6613,0.8749,0.4329,-0.2006
P008,2023-05-02,111,0.5757149667600282,0.763,0.651,0.8781,0.4141,-0.2009
P008,2023-05-07,60,0.6801619830617099,0.7521,0.6324,0.8804,0.4127,-0.1753
P008,2023-05-12,67,0.7867164425697986,0.7429,0.6309,0.8374,0.4257,-0.1871
P008,2023-05-17,111,0.7252733427630353,0.7635,0.6403,0.8904,0.4236,-0.1872
P008,2023-05-22,77,0.9234511945348535,0.729,0.6273,0.8241,0.3926,-0.1923
P008,2023-05-27,100,0.5414231349554108,0.7069,0.599,0.798,0.3882,-0.1933
P008,2023-06-01,106,0.806694393905111,0.6964,0.611,0.8093,0.3779,-0.1659
P008,2023-06-06,68,0.7999713798112665,0.6325,0.5161,0.727,0.3356,-0.1571
P008,2023-06-16,81,0.7528991135501084,0.5131,0.4502,0.5902,0.273,-0.1307
P008,2023-06-21,83,0.8384775369472909,0.4338,0.3934,0.4926,0.2354,-0.1142
P008,2023-07-01,61,0.7419937733357234,0.312,0.2761,0.3526,0.1834,-0.0726
P008,2023-07-06,109,1.0,0.2368,0.1931,0.2753,0.1212,-0.0413
P008,2023-07-11,69,0.6482475181738284,0.1649,0.1453,0.1922,0.0845,-0.0336
P008,2024-02-01,115,0.4891776806218603,0.1255,0.0961,0.1475,0.0674,-0.0306
P008,2024-02-06,113,0.5719015336406589,0.1257,0.1044,0.1464,0.0607,-0.0171
P008,2024-02-11,70,1.0,0.1213,0.0881,0.1394,0.0711,-0.0395
P008,2024-02-21,70,0.853583597741138,0.1363,0.1264,0.1595,0.0527,-0.0437
P008,2024-02-26,87,0.3458996073461268,0.1762,0.1622,0.2039,0.0871,-0.0341
P008,2024-03-07,67,0.8037528976521054,0.2868,0.2616,0.3461,0.1621,-0.0671
P008,2024-03-12,116,0.8466222505727974,0.3371,0.2792,0.3909,0.1827,-0.0793
P008,2024-04-06,80,0.6152569929353495,0.7693,0.6583,0.8836,0.4428,-0.1892
P008,2024-04-11,85,0.8043889499544898,0.7789,0.6531,0.8714,0.4227,-0.1871
P008,2024-04-16,111,0.8701767558422594,0.8245,0.7023,0.961,0.4499,-0.2014
P008,2024-04-21,118,0.49400440404985835,0.8239,0.6958,0.956,0.4717,-0.2036
P008,2024-05-01,86,0.804533769759189,0.8438,0.7248,0.9791,0.4598,-0.2077
P008,2024-05-11,85,0.756620834499839,0.822,0.6981,0.9508,0.4507,-0.2036
P008,2024-05-16,95,0.9445585794736738,0.7841,0.6551,0.8974,0.4324,-0.1761
P008,2024-05-21,69,0.6673774623999309,0.7808,0.6803,0.8698,0.4174,-0.1679
P008,2024-05-26,78,0.584102257599117,0.7252,0.616,0.8346,0.409,-0.1629
P008,2024-05-31,81,0.8680626663147306,0.6417,0.5385,0.7276,0.3318,-0.1761
P008,2024-06-15,77,0.5700897261263947,0.3939,0.3034,0.4426,0.211,-0.1045
P008,2024-06-20,84,0.8821385194798796,0.3156,0.2681,0.3626,0.1636,-0.0795
P008,2024-06-25,63,0.7755036471381855,0.2695,0.2267,0.3005,0.1601,-0.0631
P008,2024-06-30,75,0.7374266217747054,0.1988,0.1603,0.2293,0.1019,-0.0592
P008,2024-07-15,83,0.645801096993171,0.1513,0.1538,0.1829,0.0989,-0.0299
P009,2022-02-01,118,0.6977119551067519,0.1294,0.1019,0.1543,0.0763,-0.0379
P009,2022-02-06,84,0.61757017281786,0.1267,0.1018,0.162,0.0801,-0.0352
P009,2022-03-03,86,0.7870653847245631,0.1943,0.1765,0.2203,0.0942,-0.0453
P009,2022-03-08,85,0.7265904748767146,0.2483,0.2082,0.308,0.1097,-0.066
P009,2022-03-23,91,0.7428368072267189,0.5319,0.4494,0.6105,0.2913,-0.1337
P009,2022-04-02,87,0.8629818097241797,0.6875,0.572,0.7801,0.3571,-0.1632
P009,2022-04-07,80,0.5355752642454797,0.731,0.6392,0.8345,0.404,-0.1742
P009,2022-04-17,86,0.7768757661901311,0.7616,0.676,0.8789,0.4382,-0.1784
P009,2022-04-22,102,0.9089630416227352,0.7824,0.6501,0.9158,0.4327,-0.2221
P009,2022-05-02,111,0.7144464190440349,0.7883,0.6772,0.898,0.4179,-0.1978
P009,2022-05-07,102,0.9340936719963289,0.7627,0.6398,0.8802,0.4203,-0.2062
P009,2022-05-12,107,0.7517866524372947,0.7364,0.6458,0.8527,0.3843,-0.2152
P009,2022-05-17,62,0.9211898954265554,0.6851,0.5736,0.7914,0.387,-0.1758
P009,2022-05-22,83,0.7537894246647586,0.6376,0.5474,0.7331,0.3624,-0.164
P009,2022-06-01,79,0.664733687442338,0.4942,0.4194,0.5691,0.2672,-0.1237
P009,2022-06-06,102,0.776222899053121,0.3994,0.3159,0.4781,0.2179,-0.094
P009,2022-06-11,82,0.6491526200519379,0.3357,0.3,0.3801,0.1937,-0.0904
P009,2022-06-16,63,0.7131674752198971,0.2592,0.2331,0.2792,0.1268,-0.0843
P009,2022-06-21,97,0.5078278118864417,0.2212,0.1807,0.2342,0.1094,-0.0433
P009,2022-07-06,73,0.5195872561432914,0.146,0.1127,0.1675,0.0907,-0.0275
P009,2023-02-01,101,0.9889092684029352,0.1476,0.1237,0.1815,0.0879,-0.0516
P009,2023-02-06,99,0.6249606175395155,0.1046,0.0803,0.1194,0.0649,-0.0136
P009,2023-02-11,95,0.43766381345551886,0.1275,0.1091,0.1469,0.0723,-0.0108
P009,2023-02-16,115,0.8677591377374979,0.1532,0.1206,0.171,0.0831,-0.046
P009,2023-02-26,78,0.9295225063644187,0.1703,0.1457,0.1785,0.093,-0.0398
P009,2023-03-13,96,0.7780712980155323,0.343,0.2784,0.3803,0.2021,-0.0738
P009,2023-03-23,108,0.8525443094219581,0.5598,0.4667,0.6611,0.3143,-0.1438
P009,2023-03-28,73,0.7885175672270786,0.6353,0.5233,0.7376,0.338,-0.1551
P009,2023-04-02,86,0.6364635190852402,0.6741,0.5713,0.7941,0.3874,-0.165
P009,2023-04-07,68,0.8766301786039328,0.7207,0.6239,0.8205,0.3955,-0.1984
P009,2023-04-17,88,0.43124848126454757,0.7457,0.6399,0.8485,0.4022,-0.1802
P009,2023-04-27,68,0.6525591551097504,0.7497,0.6385,0.8581,0.399,-0.1908
P009,2023-05-02,61,0.5379737102627722,0.7244,0.6256,0.8057,0.3931,-0.1873
P009,2023-05-07,105,0.8342492711704104,0.723,0.6258,0.8243,0.4047,-0.1788
P009,2023-05-12,104,0.5341837309139701,0.6763,0.579,0.7816,0.3752,-0.174
P009,2023-05-22,109,0.7401256816989116,0.5809,0.4882,0.6613,0.3247,-0.1345
P009,2023-05-27,116,0.7574610998166897,0.5165,0.4301,0.5914,0.2805,-0.1361
P009,2023-06-01,63,0.7851969281557138,0.4529,0.369,0.5043,0.2542,-0.1214
P009,2023-06-21,81,0.7499058399229912,0.1893,0.1644,0.2135,0.0929,-0.0524
P009,2023-06-26,112,0.8825118261135885,0.1715,0.138,0.2081,0.0895,-0.0533
P009,2023-07-01,106,0.7318847134988989,0.1426,0.1195,0.1722,0.0558,-0.024
P009,2024-02-01,89,1.0,0.1163,0.0961,0.1461,0.0644,-0.0249
P009,2024-02-21,82,0.7649565564486136,0.1663,0.1391,0.1983,0.1071,-0.0513
P009,2024-02-26,70,0.5345640872530719,0.2202,0.2075,0.2563,0.1269,-0.0685
P009,2024-03-02,96,0.7120863464198363,0.2543,0.2269,0.3156,0.1285,-0.0738
P009,2024-03-12,62,0.9063532975544526,0.472,0.3999,0.5432,0.2498,-0.1091
P009,2024-03-17,61,0.8413184657293885,0.5632,0.4768,0.6453,0.3099,-0.1328
P009,2024-03-27,114,0.87049713354364,0.6925,0.5867,0.7893,0.3887,-0.1714
P009,2024-04-01,111,0.737565446477767,0.7432,0.6266,0.8695,0.4145,-0.1721
P009,2024-04-16,99,0.7517894299794851,0.7874,0.6694,0.8918,0.4266,-0.2001
P009,2024-04-26,79,0.8203304403812828,0.7776,0.6591,0.8656,0.4219,-0.1836
P009,2024-05-01,95,0.766903680062331,0.7746,0.6742,0.8831,0.426,-0.2067
P009,2024-05-06,84,0.7569940264191027,0.7661,0.6647,0.8876,0.4108,-0.198
P009,2024-05-11,82,0.656381841740559,0.7552,0.6208,0.868,0.3976,-0.1726
P009,2024-05-16,96,0.6452051378006319,0.7453,0.6146,0.8462,0.4221,-0.164
P009,2024-05-21,93,0.7361936192068457,0.7208,0.6084,0.8194,0.4212,-0.1821
P009,2024-05-31,64,0.6501071406361062,0.6432,0.5401,0.7389,0.3531,-0.1309
P009,2024-06-15,96,0.7497641993296206,0.4023,0.3431,0.4522,0.2226,-0.0955
P009,2024-06-20,62,0.9618911850954348,0.3329,0.2924,0.3836,0.169,-0.0892
