date,tmax,tmin,rh,u2,rs,rain
2023-03-18,5.07,-6.05,73.1,2.39,15.54,0.0
2023-03-19,9.86,1.25,65.7,2.9,14.46,3.26
2023-03-20,6.65,-0.48,55.9,3.6,14.14,0.0
2023-03-21,11.91,0.47,66.1,2.75,10.93,0.0
2023-03-22,6.43,-2.06,63.1,2.82,12.1,0.0
2023-03-23,9.57,-0.72,70.4,1.47,15.97,0.0
2023-03-24,8.26,-3.04,49.5,1.64,14.31,0.0
2023-03-25,7.16,-3.83,63.2,2.72,19.56,1.17
2023-03-26,10.74,-0.57,60.4,3.43,13.12,0.0
2023-03-27,9.11,-0.33,50.9,3.31,7.02,0.0
2023-03-28,11.24,0.03,64.2,4.05,13.35,3.99
2023-03-29,9.84,0.54,62.3,2.45,15.31,0.0
2023-03-30,7.48,-0.84,57.9,2.36,15.74,0.0
2023-03-31,10.17,0.77,66.0,3.0,14.92,0.0
2023-04-01,10.79,2.11,47.8,2.22,12.36,0.0
2023-04-02,13.29,2.45,61.5,2.15,19.44,0.0
2023-04-03,8.86,-2.3,66.3,1.36,13.08,0.0
2023-04-04,11.27,3.56,64.8,2.99,17.33,0.0
2023-04-05,7.3,-0.52,72.8,1.34,14.45,0.0
2023-04-06,13.47,4.55,50.0,2.61,11.84,0.0
2023-04-07,9.37,0.06,46.9,1.06,19.8,0.0
2023-04-08,7.8,-3.98,64.4,3.08,8.14,0.0
2023-04-09,12.41,0.7,66.6,1.38,13.24,0.0
2023-04-10,15.56,3.73,83.2,2.87,17.22,0.0
2023-04-11,9.23,-1.42,68.2,0.93,14.97,0.0
2023-04-12,10.56,0.17,53.3,1.85,18.42,0.0
2023-04-13,11.66,3.31,70.1,3.14,15.99,0.0
2023-04-14,10.94,2.07,53.5,1.56,15.05,0.0
2023-04-15,14.95,7.94,47.1,2.25,23.02,0.0
2023-04-16,12.22,1.06,88.1,1.82,15.99,0.0
2023-04-17,12.68,4.3,65.3,0.4,16.3,0.0
2023-04-18,16.18,8.78,69.1,2.45,13.64,0.0
2023-04-19,13.07,4.5,67.6,2.55,14.77,0.0
2023-04-20,16.29,7.67,80.1,1.31,19.08,0.0
2023-04-21,13.01,2.4,64.8,2.66,18.94,0.0
2023-04-22,12.65,5.62,74.2,1.56,17.37,0.0
2023-04-23,11.33,3.18,51.7,1.4,15.39,0.0
2023-04-24,20.81,9.33,48.1,2.21,19.67,0.0
2023-04-25,15.6,4.32,76.3,1.65,12.61,0.0
2023-04-26,17.25,7.1,76.7,4.03,16.82,0.0
2023-04-27,16.79,7.0,67.1,0.96,17.2,0.0
2023-04-28,17.51,9.39,64.3,2.79,15.54,0.0
2023-04-29,17.47,6.09,63.7,2.99,18.65,0.0
2023-04-30,22.35,11.54,55.1,0.62,16.3,0.0
2023-05-01,15.21,5.65,77.4,0.81,16.01,0.0
2023-05-02,14.15,6.34,68.6,2.65,23.94,8.38
2023-05-03,15.74,7.66,67.1,1.81,20.87,0.0
2023-05-04,15.16,6.26,65.8,2.51,22.36,0.0
2023-05-05,20.59,11.94,72.5,3.11,19.03,0.0
2023-05-06,21.0,13.7,67.1,1.9,21.88,0.0
2023-05-07,16.77,7.74,69.5,1.35,21.44,0.0
2023-05-08,15.92,6.68,50.3,0.4,22.84,0.0
2023-05-09,18.73,10.3,67.1,2.36,26.42,0.0
2023-05-10,23.32,14.4,83.9,1.46,18.74,0.0
2023-05-11,13.01,4.35,56.8,2.45,20.3,0.0
2023-05-12,21.59,12.71,60.7,2.39,19.48,0.0
2023-05-13,17.8,7.71,70.9,1.09,9.19,0.0
2023-05-14,23.3,13.82,71.6,3.58,15.65,0.0
2023-05-15,18.22,10.23,68.2,3.07,19.99,0.0
2023-05-16,20.41,9.43,45.8,2.88,21.94,13.14
2023-05-17,17.56,8.0,67.0,1.25,18.41,0.0
2023-05-18,19.09,9.8,50.2,1.87,23.64,2.12
2023-05-19,25.2,14.63,53.8,1.76,24.18,0.0
2023-05-20,23.99,13.22,67.5,1.87,19.19,7.65
2023-05-21,21.13,9.88,59.0,1.3,24.79,0.0
2023-05-22,20.15,9.09,70.1,2.55,25.87,0.0
2023-05-23,17.78,7.44,93.5,2.38,22.1,0.0
2023-05-24,21.72,11.12,69.8,2.49,17.85,0.0
2023-05-25,22.82,15.03,69.2,1.8,25.29,8.19
2023-05-26,22.87,12.37,53.0,3.23,20.48,0.0
2023-05-27,23.03,14.76,55.6,2.35,19.92,0.0
2023-05-28,20.64,12.35,51.4,0.4,21.49,0.0
2023-05-29,23.45,15.85,56.7,1.69,19.61,0.0
2023-05-30,23.7,14.71,51.1,2.15,24.52,0.0
2023-05-31,27.19,20.09,55.4,2.97,23.71,0.0
2023-06-01,28.8,18.51,59.9,1.96,25.12,0.0
2023-06-02,23.95,13.21,52.0,2.0,23.28,0.0
2023-06-03,22.54,11.66,47.8,1.67,19.23,0.0
2023-06-04,24.45,16.81,48.4,2.73,21.2,19.18
2023-06-05,23.25,13.05,66.5,1.84,24.38,0.0
2023-06-06,23.07,11.88,62.6,1.72,20.6,9.15
2023-06-07,24.93,17.75,72.3,1.61,30.0,0.0
2023-06-08,22.61,14.64,72.4,2.65,21.22,0.0
2023-06-09,26.88,18.54,58.6,1.77,20.25,0.0
2023-06-10,25.24,15.93,68.7,0.86,25.52,0.0
2023-06-11,26.26,18.4,47.6,2.7,24.37,12.19
2023-06-12,25.31,15.62,84.8,1.64,22.1,0.0
2023-06-13,24.08,15.36,74.0,2.49,21.55,0.0
2023-06-14,23.65,13.38,59.8,2.5,23.58,0.0
2023-06-15,25.55,15.89,50.4,3.16,24.86,0.0
2023-06-16,24.89,14.46,65.8,3.04,24.69,1.43
2023-06-17,26.96,18.73,43.3,1.74,21.54,0.0
2023-06-18,26.48,15.94,54.2,2.07,23.79,5.63
2023-06-19,23.19,12.52,69.5,1.17,25.07,0.0
2023-06-20,26.87,16.26,62.8,3.54,24.87,0.0
2023-06-21,23.44,16.1,57.1,2.55,13.36,0.0
2023-06-22,25.35,13.62,71.5,3.32,19.99,0.0
2023-06-23,26.25,16.37,51.6,1.94,20.37,0.0
2023-06-24,21.89,13.52,64.8,0.56,22.04,23.13
2023-06-25,27.39,18.22,57.0,3.43,23.3,0.0
2023-06-26,27.62,18.03,53.5,2.27,25.55,0.0
2023-06-27,26.92,17.33,66.6,2.31,24.67,0.0
2023-06-28,26.33,18.09,52.1,2.24,22.46,2.94
2023-06-29,26.52,18.2,81.0,2.72,22.94,0.0
2023-06-30,25.08,16.26,56.2,2.63,28.17,0.0
2023-07-01,26.91,16.0,81.9,0.93,21.07,0.0
2023-07-02,26.26,17.07,51.1,3.07,23.84,0.0
2023-07-03,27.92,20.73,68.1,1.78,27.64,0.0
2023-07-04,24.73,15.47,50.0,1.83,24.0,0.0
2023-07-05,28.37,20.36,48.6,3.58,16.84,0.0
2023-07-06,28.18,21.12,63.6,2.94,24.11,0.0
2023-07-07,27.51,15.62,68.8,1.93,21.83,14.92
2023-07-08,26.79,18.32,49.3,0.71,22.66,0.0
2023-07-09,29.3,19.61,73.8,2.33,26.15,0.0
2023-07-10,23.78,14.99,54.0,2.63,24.41,0.0
2023-07-11,29.11,21.85,63.3,2.14,22.21,0.0
2023-07-12,28.59,17.08,65.8,1.2,25.67,0.0
2023-07-13,28.7,17.02,67.9,1.57,24.3,0.0
2023-07-14,28.96,21.02,44.0,1.2,23.3,0.0
2023-07-15,26.37,17.28,78.2,2.37,23.88,0.0
2023-07-16,27.35,18.48,67.6,2.86,23.73,0.0
2023-07-17,29.59,21.75,57.7,3.02,21.93,0.0
2023-07-18,29.06,18.75,51.8,1.61,21.56,0.0
2023-07-19,28.49,17.58,45.1,2.39,23.0,0.0
2023-07-20,24.17,13.37,48.4,2.64,20.04,0.0
2023-07-21,29.28,18.9,67.4,1.79,19.1,0.0
2023-07-22,30.83,23.74,58.6,2.08,26.76,0.0
2023-07-23,30.4,22.25,50.7,3.9,22.11,0.0
2023-07-24,28.43,18.85,56.7,2.36,22.73,2.64
2023-07-25,23.91,13.39,77.6,2.91,22.37,0.0
2023-07-26,30.12,21.19,58.7,1.85,22.81,0.0
2023-07-27,27.35,18.1,56.2,2.23,22.78,0.66
2023-07-28,21.33,10.13,75.5,0.83,22.87,0.0
2023-07-29,28.55,21.43,66.6,2.18,20.22,0.0
2023-07-30,23.82,15.48,62.4,3.15,25.4,11.19
2023-07-31,24.25,15.8,55.9,3.88,20.48,0.0
2023-08-01,25.83,13.87,46.5,3.16,25.62,0.0
2023-08-02,30.53,22.4,50.3,2.75,16.71,0.0
2023-08-03,26.35,19.11,57.2,2.24,19.24,0.0
2023-08-04,27.88,18.79,59.8,1.72,25.35,8.65
2023-08-05,31.49,21.24,65.6,2.07,21.88,0.0
2023-08-06,31.02,23.25,67.5,2.69,20.26,0.0
2023-08-07,26.68,15.48,64.2,1.57,23.34,0.0
2023-08-08,26.24,18.26,64.2,2.95,19.02,0.0
2023-08-09,23.6,13.07,51.9,1.41,22.33,0.0
2023-08-10,24.91,17.1,40.5,0.78,15.4,0.0
2023-08-11,27.61,16.2,56.8,1.39,20.62,6.63
2023-08-12,27.42,19.42,52.5,0.87,19.97,0.0
2023-08-13,26.6,15.94,55.5,1.1,23.47,0.0
2023-08-14,28.69,17.5,59.3,3.11,24.41,0.0
2023-08-15,24.15,15.88,49.6,2.04,19.15,2.84
2023-08-16,25.82,18.36,50.9,2.37,26.47,1.31
2023-08-17,27.66,17.73,61.0,3.13,19.8,0.0
2023-08-18,27.16,17.67,63.2,3.21,15.33,0.0
2023-08-19,28.25,18.85,55.4,1.8,14.29,1.08
2023-08-20,26.42,15.52,67.0,3.26,25.96,0.0
2023-08-21,24.52,15.2,59.8,2.51,21.01,2.15
2023-08-22,26.05,16.57,51.8,2.2,19.25,0.0
2023-08-23,22.49,13.06,62.4,2.55,18.86,0.0
2023-08-24,20.75,11.48,80.8,1.06,17.75,0.0
2023-08-25,26.15,17.12,55.3,1.57,25.0,6.6
2023-08-26,24.4,16.59,73.7,2.11,20.6,0.0
2023-08-27,25.15,16.67,75.8,2.69,26.14,0.0
2023-08-28,19.97,11.65,77.0,1.9,20.08,0.0
2023-08-29,23.13,14.89,53.8,2.1,13.54,0.0
2023-08-30,22.38,11.46,82.2,2.98,23.03,0.0
2023-08-31,21.55,13.98,63.2,3.33,19.3,0.0
2023-09-01,17.89,9.87,59.5,2.81,19.6,0.0
2023-09-02,22.52,12.88,59.7,3.21,24.91,0.0
2023-09-03,25.42,16.85,68.0,1.88,19.32,0.0
2023-09-04,23.94,15.74,62.5,1.95,23.5,0.0
2023-09-05,21.3,12.43,60.2,2.45,19.9,0.0
2023-09-06,22.58,13.07,74.8,1.96,17.56,0.0
2023-09-07,24.31,13.94,54.8,1.79,21.24,0.0
2023-09-08,15.33,3.47,51.6,3.52,17.81,0.0
2023-09-09,21.72,10.46,69.9,2.04,23.19,11.77
2023-09-10,23.19,14.04,69.0,1.43,22.28,0.0
2023-09-11,23.34,14.08,72.9,2.59,19.49,0.0
2023-09-12,25.68,16.6,51.3,3.67,21.02,0.0
2023-09-13,24.06,15.87,72.8,2.26,20.78,0.0
2023-09-14,21.8,10.04,66.8,3.19,18.15,0.0
2023-09-15,21.56,14.22,79.6,1.85,21.55,8.4
2023-09-16,22.56,14.54,49.5,1.81,18.07,0.33
2023-09-17,19.03,8.72,64.2,1.65,20.49,0.0
2023-09-18,20.07,10.12,59.2,2.09,15.68,4.06
2023-09-19,22.22,13.82,46.1,3.67,18.73,0.0
2023-09-20,24.62,12.94,54.9,1.28,19.55,0.0
2023-09-21,19.11,10.06,73.3,3.51,15.83,0.0
2023-09-22,19.17,9.19,57.3,1.39,16.83,29.13
2023-09-23,19.56,12.11,54.8,2.01,16.37,0.0
2023-09-24,22.2,10.74,70.7,2.87,20.04,0.0
2023-09-25,18.54,11.02,71.9,2.7,15.58,0.0
2023-09-26,22.06,13.09,71.9,2.43,18.94,0.0
2023-09-27,15.74,4.31,54.1,0.88,22.08,0.0
2023-09-28,17.46,5.73,61.4,2.49,18.46,0.0
2023-09-29,17.2,5.68,72.3,1.38,12.44,0.0
2023-09-30,19.42,8.29,55.4,4.26,17.53,0.0
2023-10-01,19.84,11.67,54.5,2.03,20.16,11.3
2023-10-02,13.22,6.06,70.3,2.35,16.06,0.0
2023-10-03,14.47,5.21,77.6,1.28,20.13,0.0
2023-10-04,17.36,10.04,50.5,1.82,18.54,0.0
2023-10-05,14.63,2.83,36.0,1.17,17.83,0.0
2023-10-06,12.24,5.19,47.5,2.99,15.66,0.0
2023-10-07,18.4,9.77,51.9,1.99,14.79,0.48
2023-10-08,16.8,8.78,60.6,2.65,15.44,0.0
2023-10-09,16.56,9.49,68.2,1.65,16.27,0.0
2023-10-10,13.89,4.4,60.5,1.8,17.54,0.0
2023-10-11,17.42,10.04,55.0,3.23,17.11,0.0
2023-10-12,14.0,2.5,63.5,1.42,14.82,0.0
2023-10-13,17.1,6.66,52.4,0.76,15.8,0.0
2023-10-14,11.84,2.99,61.5,2.52,16.65,0.0
2023-10-15,11.74,0.54,55.6,1.29,10.5,0.0
2023-10-16,14.15,3.17,88.8,1.85,12.95,13.06
2023-10-17,11.64,3.01,70.2,2.93,12.74,0.0
2023-10-18,14.85,3.61,53.6,1.55,14.4,0.0
2023-10-19,13.57,1.92,52.0,2.9,14.07,0.12
2023-10-20,10.37,0.27,57.6,1.66,14.01,0.0
2023-10-21,12.62,3.86,45.6,3.39,12.04,0.0
2023-10-22,11.32,-0.18,54.7,3.26,16.56,0.0
2023-10-23,14.25,2.53,54.6,1.82,15.26,3.26
2023-10-24,10.14,1.4,70.8,2.03,9.38,0.0
2023-10-25,10.39,2.95,57.7,1.53,14.24,0.0
2023-10-26,14.27,2.94,54.1,2.36,10.7,0.0
2023-10-27,16.61,6.28,48.6,3.12,19.07,0.0
2023-10-28,15.77,7.61,50.2,1.04,12.49,22.84
2023-10-29,10.7,0.87,61.3,2.93,12.56,2.39
2023-10-30,10.86,2.31,59.8,1.14,13.88,23.29
2023-10-31,13.91,2.31,73.3,1.51,12.91,0.0
2023-11-01,9.53,0.82,55.7,0.77,13.23,0.0
2023-11-02,7.18,-0.81,72.6,3.88,17.94,0.0
2023-11-03,9.68,2.46,64.6,2.25,13.86,0.0
2023-11-04,10.29,1.58,62.0,2.4,15.58,0.0
2023-11-05,6.86,-5.08,41.9,1.66,16.35,0.0
2023-11-06,4.6,-3.5,49.1,3.05,9.94,0.0
2023-11-07,4.9,-4.39,69.4,0.52,17.82,0.0
2023-11-08,9.93,-1.93,76.0,2.22,14.71,3.67
2023-11-09,6.15,-0.88,64.1,3.97,15.41,0.0
2023-11-10,7.48,-1.0,69.6,1.89,9.85,0.0
2023-11-11,8.15,-2.96,57.9,2.21,14.79,0.0
2023-11-12,8.95,1.47,58.3,2.74,13.48,0.0
2023-11-13,6.35,-5.29,55.4,1.55,10.52,12.34
2023-11-14,8.23,-2.94,71.7,2.22,18.89,0.0
2023-11-15,4.55,-3.17,65.4,2.97,13.64,19.14
2023-11-16,5.67,-4.3,59.7,2.36,11.13,0.0
2023-11-17,3.81,-5.97,58.7,2.5,12.33,0.0
2023-11-18,9.0,-1.47,67.6,1.92,14.38,0.0
2023-11-19,5.9,-2.63,65.2,2.45,14.95,0.0
2023-11-20,3.92,-5.0,53.7,2.24,13.22,0.0
2023-11-21,4.7,-3.51,79.2,3.36,15.03,0.0
2023-11-22,4.83,-3.63,64.6,2.78,15.7,0.0
2023-11-23,6.95,-0.93,62.1,2.01,7.5,0.0
2023-11-24,1.02,-10.5,76.8,0.4,9.66,12.63
2023-11-25,2.23,-9.2,72.2,2.77,8.22,0.0
2023-11-26,3.7,-5.1,61.1,2.8,11.24,0.0
2023-11-27,10.8,0.33,67.4,1.47,15.2,9.96
2023-11-28,6.68,-2.77,51.3,0.6,12.75,11.51
2023-11-29,3.84,-4.56,55.6,1.29,7.58,0.0
2023-11-30,5.73,-3.02,39.4,2.94,9.75,1.22
2023-12-01,8.93,-2.9,74.2,1.35,13.65,0.0
2023-12-02,3.04,-5.67,43.0,1.83,8.89,0.0
2023-12-03,2.55,-7.35,68.8,2.38,10.12,6.16
2023-12-04,6.34,-5.39,53.7,3.18,11.26,0.0
2023-12-05,4.39,-4.1,52.2,2.19,4.81,0.0
2023-12-06,4.68,-6.37,60.0,2.12,12.55,0.0
2023-12-07,1.58,-5.99,64.7,1.76,11.17,12.44
2023-12-08,7.52,-3.15,68.1,3.5,11.79,0.0
2023-12-09,6.84,-4.19,79.7,3.05,7.08,10.58
2023-12-10,3.85,-7.34,65.6,2.12,7.65,0.0
2023-12-11,4.01,-7.87,70.8,1.08,8.11,0.0
2023-12-12,-2.9,-13.46,56.0,1.57,10.6,0.0
2023-12-13,3.63,-8.25,69.1,2.66,10.0,0.0
2023-12-14,1.43,-6.96,63.5,1.62,10.12,0.0
2023-12-15,2.88,-6.73,57.4,2.91,15.06,0.0
2023-12-16,3.39,-4.68,61.0,2.49,13.55,0.0
2023-12-17,0.71,-6.7,61.4,2.43,7.43,0.0
2023-12-18,-2.77,-11.96,63.9,2.72,7.58,0.0
2023-12-19,2.27,-8.33,66.0,2.6,14.65,0.0
2023-12-20,-0.6,-11.49,56.9,1.52,8.51,0.0
2023-12-21,0.33,-6.76,54.6,1.94,13.56,0.0
2023-12-22,-0.45,-12.16,69.5,4.07,14.18,17.02
2023-12-23,0.12,-8.12,45.0,1.23,7.72,0.0
2023-12-24,-4.89,-13.35,55.8,1.82,8.51,0.0
2023-12-25,3.84,-7.32,77.5,3.05,9.53,0.0
2023-12-26,1.36,-10.11,34.9,2.07,6.66,0.0
2023-12-27,3.43,-7.26,55.1,1.55,6.29,0.0
2023-12-28,5.53,-3.14,68.9,1.14,8.0,0.0
2023-12-29,0.57,-8.75,45.5,2.63,11.74,0.0
2023-12-30,-4.06,-15.23,88.0,3.02,7.81,7.23
2023-12-31,-1.84,-10.63,36.1,3.32,8.52,0.0
2024-01-01,-2.68,-13.71,76.4,2.24,7.73,2.85
2024-01-02,-0.97,-11.88,77.6,3.04,5.01,0.0
2024-01-03,0.44,-8.91,71.2,1.37,13.55,3.2
2024-01-04,-4.81,-16.29,59.8,2.33,2.06,0.0
2024-01-05,1.01,-7.91,65.6,1.66,7.11,0.0
2024-01-06,-3.65,-14.4,53.0,2.34,10.74,21.99
2024-01-07,0.84,-9.36,70.1,2.8,4.88,0.0
2024-01-08,-0.21,-8.86,50.8,3.06,10.87,0.0
2024-01-09,-0.74,-10.4,59.3,1.41,12.82,22.47
2024-01-10,-0.15,-10.18,72.0,3.21,6.48,0.0
2024-01-11,-1.33,-11.02,50.9,1.82,9.69,0.0
2024-01-12,-1.52,-9.08,58.4,1.38,5.74,0.0
2024-01-13,-4.21,-16.16,63.6,2.06,10.6,0.0
2024-01-14,-0.07,-11.91,48.6,1.03,9.35,0.0
2024-01-15,4.62,-2.57,73.6,2.2,9.75,0.11
2024-01-16,4.96,-6.76,65.4,2.43,13.21,0.0
2024-01-17,3.33,-6.33,46.8,2.04,10.54,5.19
2024-01-18,1.8,-5.83,61.5,2.63,13.18,0.0
2024-01-19,-1.63,-12.74,54.2,1.95,11.07,0.0
2024-01-20,3.69,-5.48,55.4,2.2,5.59,0.0
2024-01-21,-0.03,-10.6,62.8,1.05,10.0,0.0
2024-01-22,-0.03,-11.17,54.9,2.23,10.71,0.0
2024-01-23,-0.55,-10.24,71.6,1.52,4.93,0.0
2024-01-24,0.45,-6.8,55.0,1.84,13.3,0.0
2024-01-25,-0.83,-11.94,71.8,2.13,9.53,0.0
2024-01-26,0.1,-10.37,61.6,2.35,10.47,0.0
2024-01-27,-2.35,-13.9,70.6,0.88,6.71,7.95
2024-01-28,-0.52,-8.87,56.6,0.95,9.66,0.0
2024-01-29,6.18,-4.74,56.9,1.96,10.38,0.0
2024-01-30,0.37,-11.0,50.5,2.58,8.54,0.0
2024-01-31,0.02,-8.76,67.8,2.49,9.81,0.0
2024-02-01,2.02,-7.03,71.4,2.91,3.25,0.0
2024-02-02,2.53,-6.14,83.2,3.24,13.74,0.0
2024-02-03,-1.94,-8.97,74.9,2.6,6.37,0.0
2024-02-04,0.41,-7.75,64.5,2.18,3.21,0.0
2024-02-05,3.31,-5.35,59.9,1.37,6.93,0.0
2024-02-06,1.78,-5.76,65.9,1.44,7.36,9.17
2024-02-07,1.51,-9.32,61.7,1.83,11.56,0.0
2024-02-08,5.19,-3.95,76.6,2.41,7.24,0.0
2024-02-09,-0.29,-10.13,71.4,2.38,10.9,18.12
2024-02-10,1.72,-6.7,53.6,2.2,7.23,0.0
2024-02-11,0.32,-8.48,55.1,2.08,16.79,0.0
2024-02-12,5.46,-5.3,75.7,2.7,11.87,0.0
2024-02-13,-3.02,-12.37,65.1,2.37,16.17,0.0
2024-02-14,0.3,-9.68,59.7,2.44,7.33,0.0
2024-02-15,0.78,-8.33,73.9,2.45,12.44,0.0
2024-02-16,3.89,-5.89,58.1,1.76,7.65,4.86
2024-02-17,3.88,-7.61,59.2,1.38,12.33,0.0
2024-02-18,5.99,-2.35,57.4,2.59,12.7,0.0
2024-02-19,-1.3,-10.89,42.4,2.53,5.96,0.0
2024-02-20,4.66,-5.78,70.6,2.02,7.41,0.0
2024-02-21,2.19,-5.24,49.9,1.87,7.4,0.0
2024-02-22,1.41,-10.4,56.3,4.02,6.47,0.0
2024-02-23,4.58,-4.92,54.6,1.59,8.87,0.0
2024-02-24,1.08,-7.14,69.3,2.03,8.27,0.0
2024-02-25,-1.65,-12.45,61.3,2.41,6.9,0.0
2024-02-26,2.78,-8.3,62.2,1.28,11.62,0.0
2024-02-27,0.12,-10.03,45.2,2.29,13.05,0.0
2024-02-28,2.41,-9.17,61.1,3.64,7.56,0.0
2024-02-29,5.14,-2.31,47.2,2.95,9.92,0.0
2024-03-01,5.16,-4.48,65.1,2.71,11.71,0.0
2024-03-02,8.53,-2.19,65.7,2.67,11.09,0.0
2024-03-03,4.24,-7.35,61.8,2.29,9.78,0.0
2024-03-04,1.09,-9.12,82.4,2.97,14.41,0.0
2024-03-05,3.21,-6.8,67.3,2.08,14.61,0.0
2024-03-06,2.99,-5.95,68.0,1.86,14.21,0.0
2024-03-07,2.44,-7.42,63.4,2.28,11.65,0.0
2024-03-08,6.76,-3.01,60.1,2.92,18.33,0.0
2024-03-09,4.26,-7.27,71.7,2.46,17.7,0.0
2024-03-10,1.12,-10.01,73.0,2.74,11.37,0.0
2024-03-11,8.01,-2.68,49.0,0.58,12.32,0.0
2024-03-12,6.19,-5.43,72.5,3.15,16.35,0.0
2024-03-13,7.56,0.23,67.1,4.07,10.5,0.0
2024-03-14,7.14,-3.71,71.6,3.27,14.2,10.32
2024-03-15,8.67,-0.65,66.7,1.95,13.25,0.0
2024-03-16,7.39,-3.37,49.6,1.52,11.11,0.0
2024-03-17,10.6,2.12,50.3,2.42,12.64,0.0
2024-03-18,8.79,-0.55,80.2,1.41,8.73,0.0
2024-03-19,8.92,-2.2,64.5,2.78,11.93,2.92
2024-03-20,9.18,2.01,47.8,1.78,7.68,0.0
2024-03-21,4.74,-3.72,65.5,2.97,20.62,9.37
2024-03-22,8.19,-1.25,58.4,3.29,18.41,0.0
2024-03-23,8.18,-3.08,43.6,0.57,17.69,0.0
2024-03-24,9.57,1.22,39.1,2.43,15.03,0.0
2024-03-25,5.88,-5.24,46.0,1.64,17.23,0.0
2024-03-26,13.59,5.36,64.7,1.07,18.17,0.0
2024-03-27,9.99,1.48,61.5,1.71,17.52,3.9
2024-03-28,6.93,-2.84,59.5,2.02,17.34,0.0
2024-03-29,5.92,-4.35,64.8,3.03,11.97,16.18
2024-03-30,9.72,-1.68,68.0,0.98,16.11,0.0
2024-03-31,10.43,-0.96,41.0,3.04,13.34,0.0
2024-04-01,9.1,0.85,59.0,3.81,11.52,0.04
2024-04-02,11.36,0.63,53.7,2.68,11.75,0.0
2024-04-03,9.76,-0.41,49.7,2.64,16.58,0.0
2024-04-04,12.98,4.05,56.5,2.19,18.57,0.0
2024-04-05,10.03,-0.85,60.8,1.26,11.43,0.0
2024-04-06,11.98,0.49,59.3,2.63,20.89,0.0
2024-04-07,14.76,5.37,47.5,2.51,20.18,0.0
2024-04-08,18.99,7.41,57.2,2.79,14.75,0.0
2024-04-09,10.28,2.64,82.2,4.26,14.62,0.0
2024-04-10,11.88,4.04,51.5,2.78,15.91,0.0
2024-04-11,11.18,0.36,45.1,2.54,19.2,0.0
2024-04-12,15.48,6.95,64.8,3.45,15.22,8.0
2024-04-13,10.89,0.96,68.0,1.12,13.17,16.5
2024-04-14,12.79,3.3,66.6,1.29,17.64,0.0
2024-04-15,14.17,6.44,50.8,1.9,10.53,0.0
2024-04-16,12.04,1.26,72.0,1.68,17.27,0.0
2024-04-17,12.33,1.62,54.1,2.76,20.44,0.0
2024-04-18,13.77,6.05,50.7,1.95,18.0,8.02
2024-04-19,9.95,1.65,55.9,3.59,19.54,0.0
2024-04-20,11.83,0.83,60.9,3.42,18.8,0.0
2024-04-21,14.65,3.09,69.1,2.82,19.62,0.0
2024-04-22,16.29,4.94,68.2,1.89,17.99,0.0
2024-04-23,15.7,6.19,61.8,2.69,15.18,0.0
2024-04-24,11.96,3.13,71.3,2.85,17.11,0.0
2024-04-25,15.48,6.25,62.8,1.35,17.68,0.0
2024-04-26,18.87,10.99,71.0,2.48,21.8,0.0
2024-04-27,18.5,9.02,48.0,2.76,23.01,0.0
2024-04-28,17.14,8.99,46.3,2.37,19.51,0.0
2024-04-29,15.36,7.55,69.8,3.46,16.1,16.96
2024-04-30,19.39,10.48,48.1,3.17,16.29,0.0
2024-05-01,16.59,9.27,59.0,1.54,18.03,0.0
2024-05-02,15.35,5.99,61.0,2.3,22.87,0.0
2024-05-03,16.49,6.01,57.1,1.53,19.81,0.0
2024-05-04,22.35,12.09,57.5,2.66,18.75,0.0
2024-05-05,19.5,7.63,75.9,1.51,16.73,0.0
2024-05-06,22.07,10.65,36.7,2.94,21.78,0.0
2024-05-07,18.2,8.03,70.8,2.51,20.11,0.67
2024-05-08,21.97,10.48,85.0,2.98,19.2,0.0
2024-05-09,18.34,9.11,62.2,2.08,19.77,0.0
2024-05-10,19.67,8.67,61.8,1.03,24.62,0.51
2024-05-11,26.49,18.07,69.3,3.61,19.18,12.46
2024-05-12,22.41,12.77,80.3,2.06,24.83,0.0
2024-05-13,19.45,7.55,50.1,3.3,23.59,0.0
2024-05-14,20.7,10.71,62.9,2.54,20.12,0.0
2024-05-15,21.94,12.4,60.1,2.74,22.72,0.0
2024-05-16,24.35,13.42,67.6,3.66,19.79,0.0
2024-05-17,20.31,11.75,63.6,2.47,17.77,0.0
2024-05-18,17.38,6.23,68.6,3.32,19.55,0.0
2024-05-19,21.23,14.14,57.8,1.01,17.73,0.0
2024-05-20,22.17,13.98,62.5,2.9,22.07,0.0
2024-05-21,22.6,14.71,55.3,2.01,20.68,0.0
2024-05-22,25.81,17.52,55.4,2.09,22.42,11.4
2024-05-23,23.5,11.77,60.6,2.21,23.29,0.0
2024-05-24,24.93,17.81,60.6,2.48,11.54,23.96
2024-05-25,20.33,11.83,50.3,3.53,21.92,0.0
2024-05-26,25.43,15.56,77.7,0.72,15.66,0.0
2024-05-27,28.68,18.17,60.6,2.24,21.65,0.0
2024-05-28,25.55,14.68,48.2,1.63,18.6,0.0
2024-05-29,24.43,15.51,73.0,3.13,21.62,0.0
2024-05-30,24.35,16.25,54.5,1.86,25.48,0.0
2024-05-31,28.6,17.34,67.1,2.57,16.34,0.0
2024-06-01,21.98,14.37,61.8,1.88,22.11,0.0
2024-06-02,24.18,16.85,64.5,2.73,21.37,0.0
2024-06-03,25.77,17.61,63.7,3.01,16.0,0.0
