date,tmax,tmin,rh,u2,rs,rain,et0
2022-12-18,4.5,-10.45,54.98,1.95,10.81,0.0,1.1823934386243113
2022-12-19,7.07,-7.37,61.75,1.55,9.81,0.0,1.1269591001728898
2022-12-20,3.48,-2.3,76.55,2.05,5.99,0.0,0.847702818532604
2022-12-21,3.25,-8.08,55.7,2.47,6.73,0.11,1.1828815056751323
2022-12-22,-0.29,-9.44,56.07,3.51,11.38,0.0,1.1978052476450822
2022-12-23,0.96,-10.77,50.92,2.23,11.04,0.0,1.1433226370456733
2022-12-24,1.55,-11.27,62.35,1.79,10.92,0.0,0.9325041866461065
2022-12-25,3.19,-5.69,58.2,0.84,8.97,0.01,0.8892681346554991
2022-12-26,4.01,-4.32,59.59,1.23,8.61,0.05,1.0110426021999102
2022-12-27,2.85,-6.04,58.63,2.29,5.52,0.04,1.1050489253636897
2022-12-28,4.15,-7.63,56.84,1.45,10.89,0.0,1.0936539077522403
2022-12-29,2.89,-8.58,61.86,2.02,10.66,0.0,1.0626554476135637
2022-12-30,4.85,-7.2,55.36,1.41,10.17,0.0,1.1220881276814516
2022-12-31,5.59,-6.6,71.91,1.63,7.62,0.0,0.9107915039015011
2023-01-01,6.15,-5.73,67.09,1.4,7.24,0.0,0.9653538621559308
2023-01-02,4.59,-3.37,73.16,1.44,7.88,0.0,0.9040586004660371
2023-01-03,5.34,-5.2,78.84,1.73,6.8,0.0,0.811115143645428
2023-01-04,5.27,-4.29,85.01,1.4,4.33,0.0,0.6369606792459427
2023-01-05,6.94,-1.06,79.18,1.18,4.32,0.0,0.771540256713441
2023-01-06,9.95,-1.95,59.67,2.91,10.86,0.0,1.7404836093050124
2023-01-07,10.86,-0.53,62.91,1.88,10.24,0.0,1.4995378326089306
2023-01-08,8.28,-1.0,83.18,2.0,8.45,0.0,0.9483859153075791
2023-01-09,7.84,-2.27,74.06,3.31,10.95,0.0,1.297679561429994
2023-01-10,7.41,-3.35,67.2,1.79,9.62,0.0,1.2034986154487994
2023-01-11,7.87,-2.2,89.19,2.86,6.72,0.0,0.7552298607581097
2023-01-12,7.06,-0.64,97.06,1.73,2.35,0.39,0.44485762587448424
2023-01-13,8.03,-0.63,85.1,4.14,1.41,0.34,0.7881812472630694
2023-01-14,-1.33,-5.33,53.1,6.73,5.12,3.53,1.5334078354061882
2023-01-15,-0.15,-7.24,50.45,2.57,8.98,0.0,1.2468421240517678
2023-01-16,1.99,-9.82,58.74,2.13,9.18,0.0,1.083513586632287
2023-01-17,3.45,-7.16,62.19,1.74,10.05,0.0,1.103127625865415
2023-01-18,5.11,-7.16,57.83,2.73,11.54,0.0,1.4402055917610228
2023-01-19,6.78,-5.46,61.77,3.11,11.7,0.0,1.5362199803725547
2023-01-20,0.78,-8.88,47.54,2.29,12.62,0.0,1.3395098498942701
2023-01-21,5.85,-5.87,68.18,2.84,8.81,0.0,1.2312129782176653
2023-01-22,5.18,-2.84,70.1,1.59,8.46,0.0,1.0762484932512246
2023-01-23,-0.55,-8.29,77.13,4.0,6.54,0.29,0.7856080536521295
2023-01-24,-4.99,-14.3,44.72,3.02,14.14,0.0,1.1200173117361456
2023-01-25,0.8,-13.09,58.52,4.47,11.7,0.29,1.2621566887337057
2023-01-26,-0.51,-9.07,70.61,2.45,2.56,0.0,0.7292012835130895
2023-01-27,1.72,-11.96,52.43,2.52,14.22,0.0,1.3372237573945054
2023-01-28,4.6,-11.43,53.81,2.18,13.79,0.0,1.417307664898961
2023-01-29,9.47,-6.68,56.07,2.16,13.65,0.0,1.741232311204337
2023-01-30,9.48,-2.45,63.37,3.06,12.11,0.0,1.7799278491725234
2023-01-31,9.97,-2.57,70.93,1.49,11.52,0.0,1.382146619450498
2023-02-01,4.38,-3.6,47.77,4.84,11.48,0.0,2.1069046102632587
2023-02-02,3.88,-2.69,51.24,0.92,7.21,0.0,1.122563599669891
2023-02-03,7.08,-3.58,66.88,2.44,10.07,0.0,1.4118412134746734
2023-02-04,9.51,-1.04,62.33,1.32,12.57,0.0,1.5780631076404275
2023-02-05,10.21,-3.0,70.9,3.61,10.84,0.0,1.6264396830783228
2023-02-06,11.23,-1.35,82.75,2.07,8.56,0.0,1.1622602182856188
2023-02-07,10.08,-1.63,80.68,1.42,8.46,0.0,1.124883379876013
2023-02-08,8.57,-1.78,73.76,2.72,8.77,0.01,1.350882499061692
2023-02-09,4.78,-1.68,87.0,1.38,2.83,0.81,0.631525930608408
2023-02-10,9.51,-1.93,82.79,1.56,9.21,0.14,1.1297374151259676
2023-02-11,8.55,-0.55,86.56,2.06,4.26,0.35,0.8200687832321768
2023-02-12,8.79,-0.42,87.65,3.49,3.0,11.36,0.7830675827258603
2023-02-13,4.72,-2.52,67.59,4.18,15.32,0.48,1.6899772764892793
2023-02-14,6.34,-3.21,63.13,1.64,11.86,0.02,1.4835132894275913
2023-02-15,6.92,-5.14,69.76,1.37,14.46,0.0,1.455270793594446
2023-02-16,10.38,-3.13,71.42,3.31,11.41,0.0,1.6665395160870302
2023-02-17,12.17,-1.82,78.96,2.52,10.44,0.0,1.4589689824294152
2023-02-18,13.82,0.35,71.71,3.07,5.59,0.0,1.6112017722461205
2023-02-19,10.73,-4.92,51.88,2.08,17.78,0.0,2.2725252095875996
2023-02-20,10.9,-3.6,55.56,3.41,17.03,0.0,2.452968690515826
2023-02-21,8.5,-2.74,55.85,1.87,16.91,0.0,2.057631501526899
2023-02-22,7.16,-2.64,72.18,3.75,9.79,0.0,1.4869630423211841
2023-02-23,11.85,-2.64,76.25,2.53,14.01,0.0,1.723872244817692
2023-02-24,9.19,-2.79,72.57,3.39,9.19,0.0,1.522641185964769
2023-02-25,8.84,-4.67,54.04,1.6,18.37,0.0,2.1005628656183712
2023-02-26,12.21,-3.48,58.43,2.63,15.04,0.0,2.292449981895768
2023-02-27,13.86,-2.14,57.7,4.39,14.13,0.0,2.7419950891048726
2023-02-28,14.43,-0.77,68.83,3.46,11.08,0.0,2.1095310481659793
2023-03-01,14.54,-1.17,54.43,3.05,18.53,0.0,2.9623971383738903
2023-03-02,14.46,-3.47,52.87,2.96,17.88,0.0,2.880266190460966
2023-03-03,19.02,1.32,56.28,2.56,14.72,0.0,3.029463513455102
2023-03-04,20.19,3.33,46.73,1.35,14.66,0.0,2.92225456000006
2023-03-05,21.08,2.0,53.44,2.62,15.17,0.0,3.403444986884044
2023-03-06,21.96,4.27,64.62,2.44,15.63,0.0,3.108213314111953
2023-03-07,24.79,5.85,62.18,2.28,15.17,0.0,3.3889242706538854
2023-03-08,18.33,5.46,60.84,3.46,17.57,0.0,3.3987094475542676
2023-03-09,26.0,3.33,55.93,2.66,19.72,0.0,4.2525454744952835
2023-03-10,28.5,5.52,60.38,3.36,17.38,0.0,4.447167698297488
2023-03-11,16.04,4.23,49.84,6.16,10.29,0.2,3.804188866344327
2023-03-12,10.96,0.12,36.85,4.23,22.22,0.0,3.785004273824371
2023-03-13,19.03,-1.75,38.24,5.67,20.02,0.0,5.01944917414311
2023-03-14,23.68,3.78,47.63,4.56,18.44,0.0,5.044877208781807
2023-03-15,13.03,2.99,33.24,4.52,16.9,0.0,4.183241312637655
2023-03-16,9.54,1.83,60.49,1.53,8.24,1.27,1.706080969320263
2023-03-17,11.25,1.17,73.98,1.51,10.8,0.37,1.686325927922355
2023-03-18,15.1,0.72,68.35,1.23,16.85,0.01,2.395035841946323
2023-03-19,17.99,2.14,71.24,3.02,15.27,0.0,2.655176297690651
2023-03-20,17.78,4.71,75.67,3.22,13.02,0.0,2.4008296839622325
2023-03-21,20.23,5.15,77.01,2.69,17.42,0.0,2.8425020127563414
2023-03-22,17.12,5.46,64.42,3.14,9.78,0.0,2.600200663233179
2023-03-23,16.03,2.99,42.12,3.92,15.97,0.0,3.980881001845617
2023-03-24,16.34,4.68,48.99,1.54,14.38,0.0,2.8938257014245963
2023-03-25,17.69,4.13,56.56,2.95,9.22,0.0,2.8357665849685354
2023-03-26,17.36,0.4,54.86,1.53,19.38,0.0,3.1146282521660824
2023-03-27,21.02,4.36,53.77,2.5,20.96,0.0,4.057214494198084
2023-03-28,23.94,4.8,54.78,3.57,18.79,0.0,4.511005746460373
2023-03-29,23.24,7.53,54.93,3.48,18.6,0.0,4.493888649791807
2023-03-30,22.56,6.22,58.66,3.01,21.13,0.0,4.280328206453196
2023-03-31,21.64,7.09,59.48,3.06,18.69,0.0,3.9932574457816314
2023-04-01,21.96,7.64,69.25,3.01,19.26,0.0,3.658811828912649
2023-04-02,24.8,7.72,48.62,4.07,20.48,0.0,5.434837128791785
2023-04-03,16.67,10.72,64.85,4.13,5.17,13.52,2.6238826339952337
2023-04-04,11.78,5.35,87.24,6.49,3.05,10.81,1.093570542836053
2023-04-05,15.0,4.65,72.22,3.69,8.38,0.15,2.136279161786742
2023-04-06,15.89,5.73,69.96,2.94,9.14,2.7,2.269590798417201
2023-04-07,16.72,1.52,48.12,2.84,25.53,0.0,4.203783691375005
2023-04-08,20.12,1.61,46.63,2.77,24.94,0.0,4.598502427367136
2023-04-09,26.77,7.01,58.56,4.8,20.48,0.0,5.292845920315188
2023-04-10,28.9,9.7,61.08,4.2,21.45,0.0,5.463184954678598
2023-04-11,20.74,8.14,36.29,3.11,18.15,0.0,5.006446668551632
2023-04-12,24.59,4.22,51.01,3.57,19.38,0.21,4.907305803241577
2023-04-13,24.42,11.26,64.63,2.81,12.25,0.68,3.5032499954896177
2023-04-14,20.64,10.17,61.13,3.25,15.52,0.1,3.7915542630361005
2023-04-15,23.62,6.45,52.81,3.0,15.54,0.64,4.237933136953698
2023-04-16,23.44,8.58,42.87,1.49,25.62,0.0,4.968655268274091
2023-04-17,28.75,11.67,59.13,3.07,18.83,0.0,5.0278115915761585
2023-04-18,28.12,12.95,63.93,3.06,22.49,0.0,5.1848537235431875
2023-04-19,28.57,11.08,59.56,2.76,23.55,0.0,5.404932540109092
2023-04-20,25.2,11.13,58.89,5.62,5.3,0.03,4.152731145955848
2023-04-21,17.51,7.72,41.15,4.66,5.82,0.93,4.085918934392245
2023-04-22,11.9,4.05,74.01,2.9,7.76,8.07,1.7927022413018203
2023-04-23,11.9,5.68,82.48,3.85,5.58,16.9,1.4254170872483956
2023-04-24,14.78,6.85,78.56,1.83,8.92,3.54,1.8411869472758067
2023-04-25,21.3,4.91,67.16,2.68,24.49,0.19,4.138941983073868
2023-04-26,23.22,4.25,53.72,3.39,25.6,0.0,5.145242855534655
2023-04-27,26.5,10.81,59.64,4.99,24.3,0.01,5.839310360402861
2023-04-28,23.11,10.53,61.96,3.5,15.35,2.29,4.069561192468896
2023-04-29,23.01,5.54,41.07,3.7,28.21,0.0,6.1502313748122965
2023-04-30,25.66,7.2,47.43,2.38,27.57,0.0,5.756295173153766
2023-05-01,29.9,9.71,45.37,4.35,26.58,0.0,7.40945102205757
2023-05-02,28.72,14.29,50.88,3.87,17.31,0.0,5.866114709748133
2023-05-03,29.24,16.02,71.17,3.75,9.42,1.11,3.600104223805119
2023-05-04,19.85,14.45,87.68,3.48,6.56,10.48,1.7208440268132492
2023-05-05,18.19,12.42,78.34,4.68,8.55,1.71,2.4132339188301244
2023-05-06,22.3,11.57,52.03,4.5,21.78,0.0,5.514176982303465
2023-05-07,25.8,9.31,45.8,3.74,25.92,0.0,6.383119055556891
2023-05-08,26.12,12.29,43.18,1.47,27.13,0.0,5.695088259629969
2023-05-09,25.83,10.95,45.23,2.02,22.86,0.0,5.36671295874564
2023-05-10,26.35,14.35,50.58,1.15,18.18,0.0,4.277681304493314
2023-05-11,27.81,16.08,49.1,2.16,21.23,0.0,5.545423054716517
2023-05-12,30.91,13.59,51.11,4.09,24.69,2.72,7.08845091333272
2023-05-13,28.62,13.02,56.13,1.89,28.35,0.65,6.028285205051796
2023-05-14,33.78,15.23,52.59,2.79,24.93,3.2,6.871127133179285
2023-05-15,37.3,15.48,49.51,3.25,27.54,0.0,8.227845030513487
2023-05-16,35.76,20.37,51.31,5.86,24.97,0.0,9.129639782077556
2023-05-17,34.51,18.59,58.48,4.66,20.97,0.59,7.084984206820411
2023-05-18,29.31,16.08,60.99,3.24,13.04,1.61,4.583590639536449
2023-05-19,32.7,17.17,62.57,4.91,20.55,0.34,6.440087022313606
2023-05-20,29.29,17.39,46.38,3.74,10.55,1.28,5.561343236969765
2023-05-21,24.5,14.02,49.8,3.26,9.26,2.63,4.315627707555322
2023-05-22,28.66,11.69,49.35,1.77,28.26,0.0,6.136329301240381
2023-05-23,30.17,15.53,38.66,1.93,25.9,0.13,6.623329419389467
2023-05-24,27.94,16.68,46.92,4.63,25.53,0.0,7.474643127272406
2023-05-25,25.37,14.66,67.15,3.81,11.01,0.05,3.777133373692682
2023-05-26,31.04,16.48,61.19,2.44,12.36,0.09,4.26502681908485
2023-05-27,28.48,18.55,71.62,2.38,4.5,5.59,2.481106441199743
2023-05-28,25.03,17.62,80.49,3.36,4.87,15.54,2.165272875651079
2023-05-29,27.56,17.3,71.18,2.59,12.99,0.86,3.700920379170126
2023-05-30,26.65,17.04,75.68,1.44,12.17,7.41,3.0390753245673925
2023-05-31,29.17,17.07,73.39,1.19,20.93,0.31,4.526519907953009
2023-06-01,32.15,17.02,57.05,2.01,27.72,0.0,6.589928053509464
2023-06-02,28.36,16.42,49.61,2.56,21.62,0.0,5.9207648302507225
2023-06-03,31.07,15.21,50.25,1.97,24.02,0.0,6.092883029339648
2023-06-04,30.12,17.85,57.45,3.46,17.45,0.06,5.641777830511566
2023-06-05,30.54,17.05,61.23,3.44,24.27,0.04,6.294219871416061
2023-06-06,35.23,16.69,52.44,2.04,27.73,0.0,7.117831064483379
2023-06-07,36.7,21.91,51.01,4.0,20.36,0.24,7.790851039464893
2023-06-08,35.17,19.79,41.42,2.78,29.99,0.4,8.624386452858895
2023-06-09,37.53,18.12,35.74,2.27,29.56,0.02,8.628987947736238
2023-06-10,34.42,19.82,36.08,3.25,28.51,0.43,8.988147592574535
2023-06-11,35.54,17.02,50.8,1.58,22.59,2.13,6.096163279292898
2023-06-12,29.88,19.25,60.05,1.42,22.66,4.82,5.360667729827907
2023-06-13,33.65,18.86,48.51,2.1,22.55,0.06,6.462511457492258
2023-06-14,37.0,20.13,42.84,1.68,27.1,0.0,7.41216202791455
2023-06-15,40.32,20.68,43.34,2.56,26.9,0.0,8.648436397270153
2023-06-16,36.45,23.77,47.79,2.54,16.51,0.0,6.379799995264565
2023-06-17,31.84,22.69,62.01,2.13,14.35,0.13,4.617533734537003
2023-06-18,33.0,19.77,65.42,2.57,19.23,0.74,5.396218104550664
2023-06-19,29.46,20.97,70.58,1.6,9.52,7.39,3.0606809012396883
2023-06-20,34.63,20.18,56.22,1.28,26.28,0.02,6.377888195520117
2023-06-21,38.68,21.62,42.94,1.76,27.25,0.0,7.754276208004829
2023-06-22,40.13,21.05,43.69,2.03,28.32,0.0,8.328305180100994
2023-06-23,40.42,24.34,43.15,3.14,26.36,0.0,9.273354005148665
2023-06-24,40.31,23.34,42.45,2.24,23.93,0.0,7.970332352471739
2023-06-25,31.81,21.46,62.69,2.27,18.46,1.05,5.2571390231241
2023-06-26,34.86,21.95,59.08,1.29,24.03,1.16,6.027216493030478
2023-06-27,38.25,23.08,55.69,3.37,26.19,8.99,8.204816579258619
2023-06-28,34.93,26.38,68.75,2.56,9.25,9.63,3.8980229759446203
2023-06-29,35.22,23.99,62.18,2.06,23.78,3.0,6.436752294578357
2023-06-30,38.21,21.29,43.6,1.56,29.63,0.0,7.857098857668119
2023-07-01,36.78,22.57,50.8,3.17,24.34,0.0,7.8943328717198575
2023-07-02,37.91,23.87,53.06,2.11,20.46,0.0,6.5302213889054785
2023-07-03,36.98,25.18,65.04,2.25,11.38,6.96,4.3943899902265136
2023-07-04,30.71,23.64,77.67,3.05,13.87,25.06,3.9861810548797125
2023-07-05,38.9,21.22,54.42,3.96,25.16,0.0,8.486582986716318
2023-07-06,37.04,23.81,58.11,4.78,20.42,0.01,7.737430976519935
2023-07-07,40.08,21.67,50.9,2.57,26.85,0.02,8.234294602894636
2023-07-08,39.16,23.96,51.13,1.53,27.08,0.19,7.391523857379689
2023-07-09,39.73,25.54,47.53,1.68,27.61,2.78,7.847314135042195
2023-07-10,39.82,27.46,60.09,3.07,21.66,5.57,7.340296792676272
2023-07-11,37.88,27.7,68.93,2.13,18.41,5.65,5.551387712187245
2023-07-12,33.58,26.07,82.56,2.6,5.6,38.67,2.3486559151558346
2023-07-13,33.02,25.67,81.22,1.95,11.22,11.32,3.25120792724389
2023-07-14,36.5,23.72,61.31,1.73,23.18,0.01,6.264035864121432
2023-07-15,34.4,23.15,58.32,2.39,25.35,0.0,6.902019093920594
2023-07-16,34.47,21.19,56.7,1.75,28.09,0.0,6.955809626520407
2023-07-17,35.58,21.43,59.38,1.8,26.29,0.0,6.715662676163336
2023-07-18,35.26,22.26,61.52,1.42,25.59,0.0,6.330658835274009
2023-07-19,36.41,22.99,63.46,2.2,21.62,0.0,6.115233413431305
2023-07-20,35.45,24.63,66.4,2.97,21.2,0.23,6.225346121759522
2023-07-21,28.7,24.39,83.11,2.62,7.81,31.32,2.5448019152722545
2023-07-22,32.77,23.26,75.85,2.54,18.45,2.07,4.811502806289486
2023-07-23,34.5,24.24,72.43,1.23,19.68,5.62,4.923244460420289
2023-07-24,33.95,23.95,77.86,2.03,21.83,11.31,5.298149569857267
2023-07-25,33.57,24.61,79.21,2.06,24.05,15.92,5.645527336250927
2023-07-26,32.78,23.47,81.23,2.02,20.17,8.03,4.760369912443885
2023-07-27,34.17,22.35,75.63,1.88,23.83,0.35,5.642069605026923
2023-07-28,33.69,24.48,76.63,2.46,18.52,9.38,4.866980418800769
2023-07-29,29.84,24.62,90.32,3.4,12.05,80.1,2.8766187197201663
2023-07-30,31.01,25.05,88.59,4.12,11.3,35.49,2.9710038743602283
2023-07-31,31.1,26.0,88.94,2.26,16.58,19.03,3.803957151653667
2023-08-01,32.66,25.66,82.7,3.42,21.42,1.54,5.108847706640328
2023-08-02,33.07,25.19,83.35,3.13,22.21,0.16,5.182844131030391
2023-08-03,34.18,25.74,81.46,3.41,23.92,0.01,5.729704035433475
2023-08-04,35.71,25.74,78.24,3.22,24.22,0.0,6.106018895985392
2023-08-05,34.16,26.21,82.79,2.0,14.72,4.81,3.8700984184742837
2023-08-06,31.64,22.49,77.23,3.25,21.71,1.37,5.2302180259795685
2023-08-07,30.33,19.72,76.58,1.96,23.17,0.08,5.0577050370596055
2023-08-08,32.33,22.38,72.38,1.12,23.18,0.0,5.266669565930317
2023-08-09,32.53,22.6,76.87,1.56,21.55,0.0,4.99809417715786
2023-08-10,33.27,21.49,69.89,1.73,23.87,0.0,5.65558846053258
2023-08-11,34.91,22.14,69.2,2.15,21.8,0.54,5.641261276102622
2023-08-12,30.92,23.36,86.49,2.6,5.93,28.44,2.061078496138087
2023-08-13,31.5,21.57,79.34,1.98,24.36,0.39,5.310942246928064
2023-08-14,33.01,22.91,68.12,1.02,25.56,0.0,5.77031246339986
2023-08-15,33.38,22.23,67.05,0.97,24.16,0.0,5.508669666538303
2023-08-16,34.45,22.97,70.72,1.68,23.75,0.0,5.733117630089098
2023-08-17,35.16,23.81,70.82,1.37,20.66,0.0,5.155267787086
2023-08-18,33.25,25.92,73.65,0.65,8.86,15.11,2.5514821036721904
2023-08-19,31.51,24.95,80.96,0.87,13.47,10.36,3.302230380608678
2023-08-20,31.11,23.35,83.29,1.22,11.46,8.94,2.901219804012743
2023-08-21,30.57,24.03,81.95,1.18,18.8,35.18,4.228399920311909
2023-08-22,31.87,22.28,76.4,1.38,24.32,0.22,5.340387942164221
2023-08-23,31.7,19.83,67.2,1.45,23.27,0.0,5.27706428973425
2023-08-24,29.08,21.56,74.65,0.82,14.71,9.92,3.4225907192400697
2023-08-25,29.21,19.15,72.87,0.87,22.28,0.25,4.617016573549798
2023-08-26,28.04,20.2,85.99,2.29,3.87,23.34,1.6151299694157881
2023-08-27,22.21,18.39,92.61,3.29,4.32,28.7,1.288131654859838
2023-08-28,27.04,17.3,81.04,3.45,17.34,1.14,3.7438931454442463
2023-08-29,28.67,16.08,76.06,1.54,23.45,0.0,4.6570422028475145
2023-08-30,28.1,18.35,69.11,0.76,23.24,0.3,4.643469038893858
2023-08-31,30.83,18.48,77.55,2.7,22.26,0.21,4.8494342103341355
2023-09-01,28.77,20.39,80.99,1.1,17.29,0.71,3.7081982214771885
2023-09-02,30.19,21.31,73.55,1.19,15.33,0.0,3.672024119873965
2023-09-03,31.61,20.96,78.56,2.38,19.36,0.0,4.485060627985114
2023-09-04,32.38,21.43,74.88,1.27,20.22,0.0,4.581898993766121
2023-09-05,32.2,21.2,74.18,1.3,19.31,0.0,4.429459954695641
2023-09-06,32.11,19.29,70.74,1.18,20.63,0.0,4.594786899862229
2023-09-07,32.65,20.39,71.88,1.05,21.32,0.75,4.713457654906087
2023-09-08,31.84,20.3,70.2,1.61,18.92,0.58,4.503223419014461
2023-09-09,29.91,20.91,73.82,1.34,17.06,0.17,3.9243803994177573
2023-09-10,29.31,20.59,77.17,0.74,10.51,5.93,2.5787153865279753
2023-09-11,28.97,21.19,77.51,1.42,11.1,4.49,2.874823672076484
2023-09-12,24.28,19.5,87.59,2.35,7.9,1.54,1.997146926458266
2023-09-13,28.72,16.95,68.35,2.02,21.35,0.0,4.645217322337319
2023-09-14,29.57,15.84,63.63,1.55,21.84,0.02,4.699287794973036
2023-09-15,30.21,16.15,67.64,1.82,21.17,0.0,4.647757186878124
2023-09-16,30.59,17.57,65.81,1.61,19.95,0.0,4.533526448671544
2023-09-17,31.37,18.27,68.15,2.02,18.11,0.0,4.436525288680912
2023-09-18,31.86,22.22,75.58,2.34,15.85,1.52,4.069082661678081
2023-09-19,26.69,19.09,88.86,2.94,2.85,24.21,1.3527578263578075
2023-09-20,26.76,16.34,73.49,3.33,18.74,0.11,4.14844340799081
2023-09-21,27.58,17.04,65.3,1.28,20.43,0.24,4.20096795940014
2023-09-22,28.09,14.65,65.76,1.59,18.66,0.0,4.014409304724474
2023-09-23,26.54,16.9,71.11,1.91,12.54,0.02,3.1613246802202117
2023-09-24,21.96,15.97,84.51,0.91,4.24,8.17,1.3030776790815033
2023-09-25,22.41,15.13,81.88,1.14,10.56,0.72,2.1965718654725936
2023-09-26,24.56,14.36,84.55,1.54,6.92,0.35,1.767612431221094
2023-09-27,24.81,14.51,83.52,1.4,6.44,0.79,1.7211135965592528
2023-09-28,27.98,15.56,72.87,0.77,13.57,0.07,2.855562513872775
2023-09-29,24.36,16.54,80.8,2.01,14.2,0.35,2.8827185928078416
2023-09-30,25.03,12.17,65.17,2.19,18.33,0.07,3.8142199244653834
2023-10-01,25.89,12.41,50.95,0.97,18.3,0.01,3.6289904265449557
2023-10-02,25.63,12.74,66.33,1.97,13.36,0.0,3.213073525064367
2023-10-03,25.82,13.92,67.74,1.35,16.9,0.0,3.385759248553382
2023-10-04,23.43,13.93,73.9,1.86,9.69,0.0,2.425839945957072
2023-10-05,23.37,9.9,62.21,1.62,11.92,0.0,2.8232074265580116
2023-10-06,23.65,12.91,59.82,1.01,7.76,0.0,2.2133178335311086
2023-10-07,22.66,11.96,68.61,1.66,13.06,0.0,2.7766554145489146
2023-10-08,24.86,11.38,72.61,2.12,12.81,0.0,2.8451187169055796
2023-10-09,24.02,10.21,59.73,2.04,18.15,0.0,3.6821583020416178
2023-10-10,23.96,10.47,58.28,1.22,17.22,0.0,3.2577181980576593
2023-10-11,24.08,10.82,64.62,1.24,14.08,0.0,2.830885791874605
2023-10-12,22.68,11.77,74.97,1.55,7.09,0.0,1.9167290341516083
2023-10-13,24.37,11.9,68.14,1.78,9.09,0.0,2.4712222353937983
2023-10-14,24.61,11.57,56.79,1.25,16.29,0.0,3.233173758956018
2023-10-15,26.31,9.78,61.86,1.37,14.88,0.0,3.0906766507534744
2023-10-16,23.81,9.7,64.66,1.43,14.21,0.0,2.8264608031064573
2023-10-17,27.21,10.36,64.82,2.87,13.41,0.01,3.5348808182877023
2023-10-18,23.05,14.75,65.39,2.65,10.38,0.13,2.9929143609755506
2023-10-19,20.36,9.47,53.11,1.6,7.52,0.02,2.416469044044512
2023-10-20,17.73,4.36,44.66,2.45,17.64,0.0,3.4302415286895536
2023-10-21,22.04,4.28,53.57,1.7,14.88,0.0,2.9774062295265855
2023-10-22,23.59,8.43,62.33,2.63,14.24,0.0,3.241785228613723
2023-10-23,23.81,9.14,67.2,3.41,12.07,0.0,3.1133859243753896
2023-10-24,27.18,10.69,67.23,2.41,12.48,0.0,3.117480093731803
2023-10-25,28.69,10.8,59.11,1.44,13.32,0.0,3.10739741487512
2023-10-26,23.59,10.59,56.62,2.49,14.13,0.0,3.4318238221370496
2023-10-27,24.36,6.73,65.13,2.23,14.45,0.0,2.9746089038043975
2023-10-28,24.93,11.6,77.88,2.73,10.63,0.0,2.4157128557943413
2023-10-29,26.08,12.5,72.44,3.39,10.19,0.0,2.887486845381292
2023-10-30,25.03,10.63,70.28,1.99,9.46,0.0,2.4013648221142807
2023-10-31,26.38,11.69,73.77,2.44,12.19,0.0,2.73376435494263
2023-11-01,28.26,12.44,73.51,2.5,12.6,0.0,2.9280592694368908
2023-11-02,28.44,13.05,69.11,3.21,12.41,0.0,3.3694363866706287
2023-11-03,16.1,10.59,67.0,2.49,5.7,0.01,1.9714189533755075
2023-11-04,21.64,7.11,68.59,1.23,11.28,2.6,2.0587188515994805
2023-11-05,13.77,8.72,90.74,3.34,1.46,39.66,0.7912602435855225
2023-11-06,11.45,1.74,46.91,4.06,14.49,0.0,2.888044691083188
2023-11-07,17.39,0.24,61.29,2.98,13.5,0.13,2.4914704391104276
2023-11-08,17.39,5.3,75.08,1.77,10.45,0.0,1.7446237225587478
2023-11-09,9.52,0.77,57.68,4.39,11.46,0.0,2.2418949893809645
2023-11-10,7.73,-2.64,51.83,3.39,8.35,2.46,1.930618176242249
2023-11-11,4.16,-2.13,78.69,2.12,6.53,0.94,0.9210169100130355
2023-11-12,7.66,-3.82,67.44,2.3,13.34,0.22,1.4805080956018186
2023-11-13,6.9,-3.5,61.7,1.45,11.84,0.0,1.3627130229391362
2023-11-14,10.5,-2.59,76.51,2.27,10.07,0.0,1.2851624061517213
2023-11-15,11.01,-1.64,86.75,1.88,5.71,0.1,0.8670975146209521
2023-11-16,11.57,0.29,57.51,3.31,12.91,0.0,2.1907688343002074
2023-11-17,8.61,-3.09,47.25,3.04,13.8,0.1,2.1434436685675284
2023-11-18,14.34,-1.48,52.23,2.75,12.41,0.0,2.334805183689121
2023-11-19,14.99,-1.44,69.41,2.11,11.75,0.0,1.6964210877314774
2023-11-20,15.83,0.27,78.88,3.15,10.22,0.0,1.5491154765666395
2023-11-21,18.36,4.49,84.5,3.22,8.81,0.0,1.4528283381663718
2023-11-22,17.46,5.42,66.62,2.11,8.46,0.0,1.8674859878034855
2023-11-23,4.84,-4.16,41.62,5.31,13.24,0.0,2.337319793902559
2023-11-24,3.49,-6.34,48.44,2.29,12.49,0.0,1.4919930409449476
2023-11-25,7.18,-3.93,74.75,1.89,2.54,0.38,0.8563552974805219
2023-11-26,10.01,-0.37,84.2,1.48,7.29,0.19,0.9246607520065413
2023-11-27,14.23,-1.41,68.12,2.42,10.65,0.06,1.6669453522779638
2023-11-28,7.93,-4.46,51.03,1.92,10.35,0.0,1.5470771438023847
2023-11-29,3.29,-4.93,46.96,4.29,11.71,0.0,1.855054613420931
2023-11-30,4.71,-5.79,49.34,1.61,11.91,0.0,1.3452742833612543
2023-12-01,4.05,-5.12,51.9,1.78,11.94,0.0,1.3363106038961894
2023-12-02,7.52,-4.33,60.68,1.84,10.96,0.0,1.338803281179571
2023-12-03,10.29,-3.17,64.45,2.46,10.38,0.0,1.5092175163839512
